date,startup_name,industry_vertical,subvertical,city_location,investors_name,investmentntype,amount_in_usd,year,month
2015-03-11,LoanBaba,Online Loans Marketplace,Not Specified,Mumbai,Undisclosed,Seed Funding,320000.0,2015.0,3.0
2015-03-11,Deyor Rooms,Budget Hotels Aggregator,Not Specified,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,2015.0,3.0
2015-03-11,Bidgely,Efficient Energy Management platform,Not Specified,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,2015.0,3.0
2015-04-11,Shirsa Labs,Digital Intelligent learning platform,Not Specified,Mumbai,ah! Ventures,Seed Funding,250000.0,2015.0,4.0
2015-04-11,Paytunes,Voice Call incentivization mobile app,Not Specified,New Delhi,CIO Angel Network,Seed Funding,,2015.0,4.0
2015-04-11,YourDOST,Online Counselling and psychological support platform,Not Specified,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,2015.0,4.0
2015-05-11,BookMyBai,Domestic Help Aggregation platform,Not Specified,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,2015.0,5.0
2015-05-11,MyIndianStay,Home Stay & room rentals platform,Not Specified,Goa,Undisclosed investors,Seed Funding,200000.0,2015.0,5.0
2015-05-11,Bobble,Selfie Mobile App,Not Specified,New Delhi,SAIF Partners & others,Private Equity,,2015.0,5.0
2015-06-11,RepUp,Online Reputation Management Platform,Not Specified,Gurgaon,Indian Angel Network,Seed Funding,,2015.0,6.0
2015-06-11,Satvacart,Online Grocery platform,Not Specified,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,2015.0,6.0
2015-06-11,POPxo.com,Online content platform for women,Not Specified,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,2015.0,6.0
2015-06-11,SparesHub,Online Vehicle Spare Parts etailer,Not Specified,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,2015.0,6.0
2015-06-11,Explara,Event Ticketing platform,Not Specified,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,2015.0,6.0
2015-06-11,Soothe Healthcare,affordable Personal Healthcare Products,Not Specified,Noida,Saina Nehwal,Seed Funding,,2015.0,6.0
2015-06-11,Yuvi Hospitality,Premium dining Lounges & restaurants,Not Specified,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,2015.0,6.0
2015-09-11,AppVirality,Mobile Growth Hacking\\nPlatform,Not Specified,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,2015.0,9.0
2015-09-11,iStar Skill Development,Skill Training Startup,Not Specified,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,2015.0,9.0
2015-09-11,BigStylist.com,Beauty and Wellness Marketplace,Not Specified,Mumbai,Info Edge,Private Equity,1000000.0,2015.0,9.0
2015-09-11,Zilingo,Marketplace App for Bangkok,Not Specified,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,2015.0,9.0
2015-09-11,Didi,On-demand Maids Service Provider,Not Specified,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,2015.0,9.0
2015-09-11,Skoov.com,eCommerce Product Search Engine,Not Specified,Mumbai,undisclosed investor,Seed Funding,150000.0,2015.0,9.0
2015-10-11,Chefs Basket,Ready to cook packaged Foods,Not Specified,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,2015.0,10.0
2015-11-11,Gingercrush,Product Customization Platform,Not Specified,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,,2015.0,11.0
2015-11-11,Delight Foods,Branded Food products online sales,Not Specified,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,2015.0,11.0
2015-11-11,6Degree,Talent platform for Fashion professionals,Not Specified,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,,2015.0,11.0
2015-11-11,RenewBuy,Auto Insurance Online platform,Not Specified,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,2015.0,11.0
2015-11-11,Grab,Hyperlocal Logistics Service Provider,Not Specified,Mumbai,Sixth Sense Ventures,Seed Funding,,2015.0,11.0
2015-12-11,Hitwicket,Cricket Management Mobile Game,Not Specified,Hyderabad,Chennai Angels,Seed Funding,250000.0,2015.0,12.0
2015-01-10,Indifi,Easy Business Loans platform,Not Specified,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,,2015.0,1.0
2015-01-10,Wydr,Performance based Wholesale Marketplace,Not Specified,New Delhi,Sandeep Aggarwal,Seed Funding,,2015.0,1.0
2015-01-10,EasyFix,Professional Services Marketplace,Not Specified,Gurgaon,Axilor Ventures,Seed Funding,,2015.0,1.0
2015-01-10,Muvizz,Movie-on-demand platform,Not Specified,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,2015.0,1.0
2015-01-10,Abhibus,us ticketing and fleet management platform,Not Specified,Hyderabad,Paytm (One97 communications),Private Equity,,2015.0,1.0
2015-01-10,Cleartax,Online Income Tax Filing platform,Not Specified,New Delhi,Paytm (One97 communications),Private Equity,,2015.0,1.0
2015-02-10,Shopalyst,Product discovery & recommendation platform,Not Specified,Bangalore,Kalaari Capital,Private Equity,2000000.0,2015.0,2.0
2015-03-10,Chillr,Mobile Payments App,Not Specified,Mumbai,Sequoia Capital,Private Equity,6000000.0,2015.0,3.0
2015-05-10,Nykaa,Beauty & Wellness Products e-tailer,Not Specified,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,2015.0,5.0
2015-05-10,Voylla,Fashion jewelry and accessories e-tailer,Not Specified,Jaipur,Peepul Capital,Private Equity,15000000.0,2015.0,5.0
2015-05-10,IndiaLends,Online Consumer Lending platform,Not Specified,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,2015.0,5.0
2015-05-10,Rock N Shop,Premium Apparel shopping portal,Not Specified,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,2015.0,5.0
2015-06-10,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,Not Specified,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,2015.0,6.0
2015-06-10,WorkIndia,Job Board,Not Specified,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,2015.0,6.0
2015-06-10,SportzVillage,Sports Management & Physical Education Business,Not Specified,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,2015.0,6.0
2015-06-10,SportyBeans,multi-sport program for preschoolers,Not Specified,Pune,YouWeCan Ventures,Seed Funding,,2015.0,6.0
2015-06-10,Burger Singh,QSR & Online delivery portal,Not Specified,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,2015.0,6.0
2015-06-10,Welcome Cure,Online Homeopathy Clinic,Not Specified,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,2015.0,6.0
2015-07-10,SchoolGuru,E-Learning Service Provider,Not Specified,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,2015.0,7.0
2015-07-10,Naturally Yours,Organic Food etailer,Not Specified,Mumbai,Sanjay Mehta,Seed Funding,,2015.0,7.0
2015-07-10,GoJavas,Delivery & Logistics Service provider,Not Specified,Gurgaon,Snapdeal,Private Equity,20000000.0,2015.0,7.0
2015-07-10,Scandid,Product Discovery & comparison App,Not Specified,Pune,Micromax Informatics,Private Equity,,2015.0,7.0
2015-07-10,StalkBuyLove,Online Apparels Fashion brand,Not Specified,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,,2015.0,7.0
2015-08-10,ZuperMeal,Home Cooked Food marketplace & Delivery,Not Specified,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0,2015.0,8.0
2015-08-10,Cube26,Gesture based Mobile Development,Not Specified,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,2015.0,8.0
2015-08-10,Mobikon,Hotel Mobile CRM Software platform,Not Specified,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,,2015.0,8.0
2015-08-10,Grabhouse,Rental Accommodation Search platform,Not Specified,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,2015.0,8.0
2015-08-10,Quifers,Logistics Tech Platform,Not Specified,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,2015.0,8.0
2015-09-10,Stockroom.io,Developer Portfolio Showcase platform,Not Specified,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,2015.0,9.0
2015-09-10,Curofy,Doctors Network Mobile App,Not Specified,New Delhi,RoundGlass Partners,Private Equity,,2015.0,9.0
2015-09-10,Cloud Lending,End-to-End Lending platform,Not Specified,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000.0,2015.0,9.0
2015-09-10,Inayo,on-demand healthcare marketplace,Not Specified,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,2015.0,9.0
2015-09-10,WoNoBo,360-degree view creating platform,Not Specified,Bangalore,Quikr,Private Equity,,2015.0,9.0
2015-09-10,Kulzy,Advertising & Marketing Community Networking platform,Not Specified,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,2015.0,9.0
2015-09-10,Zeppery,Food Ordering & Delivery App,Not Specified,New Delhi,Suyash Sharma,Seed Funding,77000.0,2015.0,9.0
2015-12-10,Zify,Ride Sharing platform,Not Specified,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,2015.0,12.0
2015-12-10,Faircent,Online P2P lending marketplace,Not Specified,Gurgaon,Aarin Capital Partners,Private Equity,,2015.0,12.0
2015-12-10,Bizongo,B2B marketplace for industrial goods,Not Specified,Mumbai,Accel Partners,Seed Funding,,2015.0,12.0
2015-12-10,Gridle,Cloud Based Collaboration platform,Not Specified,Ahmedabad,LetsVenture,Seed Funding,100000.0,2015.0,12.0
2015-12-10,Tripoto,global community for travellers,Not Specified,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,,2015.0,12.0
2015-12-10,Mubble,Prepaid Bill manager App,Not Specified,Bangalore,Accel Partners,Private Equity,,2015.0,12.0
2015-01-09,TOFlo,FinTech Startup Incubation platform,Not Specified,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,2015.0,1.0
2015-01-09,FXMartIndia,Payment Services platform,Not Specified,Chandigarh,Flipkart,Private Equity,,2015.0,1.0
2015-01-09,Stylecracker,Personalized Styling platform,Not Specified,Mumbai,Group of HNI investors,Private Equity,1000000.0,2015.0,1.0
2015-01-09,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,Not Specified,Gurgaon,Reliance Capital,Private Equity,900000.0,2015.0,1.0
2015-02-09,HolaChef,Food Delivery Platform,Not Specified,Mumbai,Ratan Tata,Private Equity,,2015.0,2.0
2015-02-09,Zivame,Online Lingerie Marketplace,Not Specified,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,2015.0,2.0
2015-02-09,Capillary Tech,Cloud software solutions,Not Specified,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,2015.0,2.0
2015-03-09,Jobspire,Job Search Platform,Not Specified,Bangalore,Purvi Capital,Seed Funding,260000.0,2015.0,3.0
2015-03-09,MeraDoctor,Doctor consultancy Mobile App,Not Specified,Mumbai,India Quotient & other investors,Seed Funding,,2015.0,3.0
2015-03-09,Vistaar Finance,Small Business Financing (NBFC),Not Specified,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0,2015.0,3.0
2015-03-09,HiJinny,Beauty & Wellness Services Marketplace,Not Specified,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,,2015.0,3.0
2015-04-09,Clapsnslaps,Online Movie Review Platform,Not Specified,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,2015.0,4.0
2015-04-09,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,Not Specified,Mumbai,Ashish Jhalani,Seed Funding,100000.0,2015.0,4.0
2015-04-09,RoomCentral,Cloud-based Hotel Booking Platform,Not Specified,Bangalore,Karanpal Singh,Seed Funding,2000000.0,2015.0,4.0
2015-07-09,YouthKiAwaaz,Community Driven News/Views Platform,Not Specified,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,2015.0,7.0
2015-07-09,Prozo,Study Material Marketplace,Not Specified,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015.0,7.0
2015-07-09,Zomato,Restaurant Ratings & Reviews platform,Not Specified,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,2015.0,7.0
2015-07-09,Sahayog Dairy,Dairy Based Product Manufacturer,Not Specified,Bhopal,Acumen Fund,Private Equity,1800000.0,2015.0,7.0
2015-08-09,MockBank,Government Test Preparation platform,Not Specified,Bangalore,Blume Ventures,Seed Funding,400000.0,2015.0,8.0
2015-08-09,ReportBee,Smart Report Cards for Schools,Not Specified,Chennai,India Educational Investment Fund,Seed Funding,,2015.0,8.0
2015-08-09,GuruG Learning,Teacher empowerment platform,Not Specified,Bangalore,India Educational Investment Fund,Seed Funding,,2015.0,8.0
2015-10-09,OnlineTyari,Multilingual Test Preparation Platform,Not Specified,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015.0,10.0
2015-10-09,IndustryBuying,Industrial Tools Marketplace,Not Specified,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,2015.0,10.0
2015-10-09,The/Nudge Foundation,Non Profit Organization to alleviate poverty,Not Specified,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,2015.0,10.0
2015-11-09,FitMeIn,Gym & Fitness Studios Subscription platform,Not Specified,New Delhi,Green House Ventures,Seed Funding,100000.0,2015.0,11.0
2015-11-09,Envoged,pre-used luxury item Marketplace,Not Specified,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,,2015.0,11.0
2015-11-09,Zapyle,pre-used apparel shopping mobile app,Not Specified,Bangalore,Undisclosed,Seed Funding,1000000.0,2015.0,11.0
2015-11-09,Renomania,Home Design & D\\xc3\\xa9cor platform,Not Specified,New Delhi,Subodh Gupta,Seed Funding,,2015.0,11.0
2015-12-09,CredR,Used Vehicles Marketplace,Not Specified,Mumbai,Eight Road Ventures,Private Equity,15000000.0,2015.0,12.0
2015-12-09,YatraGenie,Online Bus & Cab ticketing platform,Not Specified,Hyderabad,Ash Bhardwaj,Private Equity,,2015.0,12.0
2015-01-08,Snapdeal,Ecommerce Marketplace,Not Specified,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,500000000.0,2015.0,1.0
2015-01-08,Ressy,Restaurant Discount app,Not Specified,Pune,Mohandas Pai & others,Seed Funding,400000.0,2015.0,1.0
2015-03-08,Cuelearn,Tech-enabled learning,Not Specified,New Delhi,Alok Mittal,Seed Funding,,2015.0,3.0
2015-03-08,Connect India,ECommerce Logistics provider,Not Specified,New Delhi,Aavishkaar,Private Equity,5000000.0,2015.0,3.0
2015-03-08,The Home Salon,on-demand home beauty and wellness portal,Not Specified,Mumbai,VentureNursery,Seed Funding,,2015.0,3.0
2015-03-08,Jusride,Self Driven Car rental,Not Specified,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,,2015.0,3.0
2015-03-08,Oyorooms,Budget Hotel accommodation brand,Not Specified,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,100000000.0,2015.0,3.0
2015-03-08,Glowship,Energy & Environment Online Marketplace,Not Specified,Bangalore,Infuse Ventures,Seed Funding,,2015.0,3.0
2015-03-08,Wizrocket,User Engagment & Analytics platform,Not Specified,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,9600000.0,2015.0,3.0
2015-04-08,Pickingo,On-Demand Delivery Logistics,Not Specified,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,1300000.0,2015.0,4.0
2015-05-08,Grex,fund raising platform for startups,Not Specified,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,650000.0,2015.0,5.0
2015-05-08,LetsTransport,Logistics Tech Platform,Not Specified,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,1300000.0,2015.0,5.0
2015-05-08,Zo Rooms,Online budget hotel chain,Not Specified,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,30000000.0,2015.0,5.0
2015-05-08,Doormint,Hyperlocal Handyman services,Not Specified,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.0,2015.0,5.0
2015-05-08,NightStay,hotel booking app,Not Specified,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.0,2015.0,5.0
2015-05-08,Zocalo,Rental Accomodation finder,Not Specified,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,,2015.0,5.0
2015-05-08,Sunday Realty Solutions,Tech Platform for property brokers,Not Specified,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.0,2015.0,5.0
2015-06-08,Klozee,Luxury Apparel rental,Not Specified,Bangalore,Tracxn Labs,Seed Funding,,2015.0,6.0
2015-06-08,Appvigil,App security\\xc2\\xa0 testing platform,Not Specified,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.0,2015.0,6.0
2015-06-08,practo,Doctor Appointment booking app,Not Specified,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.0,2015.0,6.0
2015-06-08,LoudShout,anonymous bulletin board app,Not Specified,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,,2015.0,6.0
2015-06-08,Wetravelsolo,Travel community platform,Not Specified,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,,2015.0,6.0
2015-06-08,Ketto,Crowd funding platform,Not Specified,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.0,2015.0,6.0
2015-06-08,Ezetap,Mobile based PoS solution,Not Specified,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.0,2015.0,6.0
2015-06-08,NDTV ecommerce venture,Car & Bike ecommerce platform,Not Specified,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,,2015.0,6.0
2015-07-08,Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Not Specified,Gurgaon,YouWeCan Ventures,Seed Funding,630000.0,2015.0,7.0
2015-07-08,EasyRewardz,Loyalty Programs & Reward Points,Not Specified,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.0,2015.0,7.0
2015-07-08,GIBSS,Energy saving solutions provider,Not Specified,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,,2015.0,7.0
2015-07-08,StoreMore.in,Self-Storage Spaces,Not Specified,Noida,Bedrock Ventures,Seed Funding,,2015.0,7.0
2015-07-08,iOrderFresh,Grocery retail Mobile app,Not Specified,New Delhi,Best Foodworks,Seed Funding,,2015.0,7.0
2015-10-08,MyTaxiIndia,Taxi Rental platform,Not Specified,Gurgaon,"Nihon Kotsu,",Private Equity,500000.0,2015.0,10.0
2015-10-08,eSadar,ecommerce,Not Specified,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.0,2015.0,10.0
2015-10-08,Actionable Analytics,Machine Learning Platform,Not Specified,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,,2015.0,10.0
2015-10-08,MyPoolin,mobile social network,Not Specified,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.0,2015.0,10.0
2015-10-08,NearBuy (previously\\xc2\\xa0 groupon India),Hyper-Local Ecommerce,Not Specified,New Delhi,Sequoia Capital,Private Equity,16000000.0,2015.0,10.0
2015-10-08,Inkmonk,Online printing marketplace,Not Specified,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.0,2015.0,10.0
2015-10-08,ToneTag,mobile payment software platform,Not Specified,Bangalore,Reliance Capital Venture,Private Equity,1000000.0,2015.0,10.0
2015-10-08,Grey Orange,Automated Storage & Warehousing Solution,Not Specified,Gurgaon,Tiger Global Management,Private Equity,30000000.0,2015.0,10.0
2015-11-08,Livspace,Home Design & D\\xc3\\xa9cor solutions,Not Specified,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.0,2015.0,11.0
2015-11-08,WOW! MOMO,Quick Service Restaurant Chain,Not Specified,Kolkata,Indian Angel Network,Seed Funding,1600000.0,2015.0,11.0
2015-11-08,RainCan,Subscription based Online Grocery platform,Not Specified,Pune,Ajeet Khurana & Others,Seed Funding,100000.0,2015.0,11.0
2015-11-08,Allygrow Technologies,engineering services company,Not Specified,Mumbai,Zodius Technology Fund,Private Equity,20000000.0,2015.0,11.0
2015-11-08,Infogain,Business and IT consulting,Not Specified,New Delhi / US,ChrysCapital,Private Equity,63000000.0,2015.0,11.0
2015-12-08,OneAssist,Credit Card Fraud protection solutions,Not Specified,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.0,2015.0,12.0
2015-12-08,BigBasket,Online & mobile Grocery store,Not Specified,Bangalore,Bessemer Venture Partners,Private Equity,50000000.0,2015.0,12.0
2015-12-08,Sheroes,Career Community for Women,Not Specified,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.0,2015.0,12.0
2015-12-08,Scripbox,Mutual Fund Investing platform,Not Specified,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.0,2015.0,12.0
2015-01-07,Parcelled,Online Logistics Platform,Not Specified,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,,2015.0,1.0
2015-01-07,Retigence Technologies,Business IT Intelligence Services,Not Specified,Mumbai,Omnivore Partners,Private Equity,,2015.0,1.0
2015-01-07,Cloudcherry Analytics,CRM / Analytics platform,Not Specified,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.0,2015.0,1.0
2015-01-07,iDreamCareer,Ed-Tech Platform,Not Specified,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,,2015.0,1.0
2015-01-07,Ola Cabs,Cab rental Mobile app,Not Specified,Bangalore,Ratan Tata,Private Equity,,2015.0,1.0
2015-01-07,NxtGen,IT infrastructure & Data Center services,Not Specified,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.0,2015.0,1.0
2015-02-07,BankBazaar,Online Financial Services,Not Specified,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.0,2015.0,2.0
2015-02-07,Gozoomo,Used Car Marketplace,Not Specified,Bangalore,SAIF Partners,Private Equity,5000000.0,2015.0,2.0
2015-02-07,Zenatix,Internet of Things platform,Not Specified,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.0,2015.0,2.0
2015-03-07,CultureAlley,Language Learning App,Not Specified,Jaipur,Tiger Global,Private Equity,6500000.0,2015.0,3.0
2015-03-07,Goqii,Mobile Fitness Marketplace,Not Specified,Mumbai,Vijay Shekhar Sharma,Private Equity,,2015.0,3.0
2015-03-07,Gingercrush,Custom Merchandize platform,Not Specified,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.0,2015.0,3.0
2015-04-07,Elanic,P2P Pre-owned goods marketplace,Not Specified,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,,2015.0,4.0
2015-04-07,Stitchwood,Custom Furniture Marketplace,Not Specified,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.0,2015.0,4.0
2015-05-07,Urban Tailor,Online Tailoring Services,Not Specified,Bangalore,Group of angel investors,Seed Funding,,2015.0,5.0
2015-06-07,ConfirmtTkt,Rail Ticket Confirmation predictor,Not Specified,Bangalore,Pravin Agarwala & others,Seed Funding,,2015.0,6.0
2015-06-07,Paper Boat,Ethnic Beverages manufacturer,Not Specified,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.0,2015.0,6.0
2015-06-07,getNow,Hyperlocal Goods marketplace,Not Specified,Nagpur,Atulya Mittal,Seed Funding,,2015.0,6.0
2015-07-07,Wudstay,Budget Accommodation aggregator,Not Specified,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.0,2015.0,7.0
2015-07-07,Liases Foras,Real Estate Rating & Analysis,Not Specified,New Delhi,DMG information Asia Pacific,Private Equity,5000000.0,2015.0,7.0
2015-07-07,Eatlo,Food Delivery platform,Not Specified,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,,2015.0,7.0
2015-07-07,IndiaLends,Financial Tech,Not Specified,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,,2015.0,7.0
2015-08-07,Quinto,Food Discovery App,Not Specified,Pune,Jaydeep Barman,Seed Funding,,2015.0,8.0
2015-08-07,Saavn,Music Streaming App,Not Specified,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.0,2015.0,8.0
2015-08-07,Flytxt,Big Data & Analytics platform,Not Specified,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.0,2015.0,8.0
2015-08-07,Axtria,Big Data & Analytics platform,Not Specified,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.0,2015.0,8.0
2015-08-07,33Coupons,Coupon Aggregator Platform,Not Specified,Kanpur,Not Disclosed,Seed Funding,20000.0,2015.0,8.0
2015-08-07,Ampere,Electric Scooter manufacturer,Not Specified,Coimbatore,Ratan Tata,Seed Funding,,2015.0,8.0
2015-08-07,Hopping Chef,Online Food-Tech Platform,Not Specified,Mumbai,Mirah Hospitality,Seed Funding,470000.0,2015.0,8.0
2015-08-07,Collectabillia,Celebrity Fashion Brand,Not Specified,Bangalore,Accel Partners,Private Equity,7500000.0,2015.0,8.0
2015-08-07,Lendingkart,Online Finance lending platform,Not Specified,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.0,2015.0,8.0
